"['computer_unix_time_ms', 'sensor_unix_time_ms', 'device_id', 'accel_x', 'accel_y', 'accel_z', 'gyro_x', 'gyro_y', 'gyro_z', 'mag_x', 'mag_y', 'mag_z']"
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.79,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.84,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315805.99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1704315806.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
